Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,Sector,Description,SpecificSector
BAU,0,E1_BUR,FORBUR,,2013,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2013,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2013,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2013,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2014,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2014,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2014,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2014,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2015,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2015,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2015,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2015,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2016,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2016,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2016,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2016,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2017,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2017,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2017,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2017,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2018,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2018,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2018,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2018,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2019,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2019,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2019,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2019,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2020,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2020,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2020,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2020,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2021,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2021,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2021,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2021,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2022,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2022,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2022,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2022,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2023,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2023,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2023,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2023,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2024,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2024,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2024,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2024,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2025,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2025,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2025,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2025,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2026,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2026,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2026,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2026,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2027,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2027,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2027,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2027,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2028,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2028,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2028,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2028,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2029,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2029,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2029,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2029,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2030,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2030,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2030,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2030,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2031,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2031,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2031,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2031,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2032,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2032,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2032,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2032,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2033,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2033,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2033,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2033,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2034,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2034,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2034,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2034,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,FORBUR,,2035,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,FORBUR,,2035,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,FORBUR,,2035,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,FORBUR,,2035,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2010,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2010,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2010,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2010,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2011,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2011,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2011,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2011,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2012,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2012,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2012,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2012,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2013,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2013,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2013,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2013,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2014,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2014,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2014,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2014,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2015,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2015,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2015,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2015,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2016,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2016,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2016,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2016,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2017,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2017,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2017,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2017,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2018,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2018,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2018,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2018,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2019,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2019,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2019,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2019,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2020,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2020,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2020,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2020,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2021,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2021,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2021,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2021,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
BAU,0,E1_BUR,T5BURCOB,,2022,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCCON,0,E1_BUR,T5BURCOB,,2022,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDCINC,0,E1_BUR,T5BURCOB,,2022,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
NDC,0,E1_BUR,T5BURCOB,,2022,,,,,,,0.00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTSCUTS,,UTSCUTS
